Age Group,Week,Time Period,Year,Note,State,Avg. Number of Deaths
25-44 years,32,2015-2019,2018,  ,United States,2804
25-44 years,33,2015-2019,2018,  ,United States,2716
25-44 years,34,2015-2019,2018,  ,United States,2648
25-44 years,35,2015-2019,2018,  ,United States,2695
25-44 years,36,2015-2019,2018,  ,United States,2795
25-44 years,37,2015-2019,2018,  ,United States,2738
25-44 years,38,2015-2019,2018,  ,United States,2749
25-44 years,39,2015-2019,2018,  ,United States,2556
25-44 years,40,2015-2019,2018,  ,United States,2718
25-44 years,41,2015-2019,2018,  ,United States,2576
25-44 years,42,2015-2019,2018,  ,United States,2624
25-44 years,43,2015-2019,2018,  ,United States,2624
25-44 years,44,2015-2019,2018,  ,United States,2764
25-44 years,45,2015-2019,2018,  ,United States,2591
25-44 years,46,2015-2019,2018,  ,United States,2663
25-44 years,47,2015-2019,2018,  ,United States,2627
25-44 years,48,2015-2019,2018,  ,United States,2548
25-44 years,49,2015-2019,2018,  ,United States,2676
25-44 years,50,2015-2019,2018,  ,United States,2588
25-44 years,51,2015-2019,2018,  ,United States,2614
25-44 years,52,2015-2019,2018,  ,United States,2629
25-44 years,1,2015-2019,2017,,United States,2841
25-44 years,2,2015-2019,2017,  ,United States,2733
25-44 years,3,2015-2019,2017,  ,United States,2828
25-44 years,4,2015-2019,2017,  ,United States,2691
25-44 years,5,2015-2019,2017,  ,United States,2599
25-44 years,6,2015-2019,2017,  ,United States,2745
25-44 years,7,2015-2019,2017,  ,United States,2607
25-44 years,8,2015-2019,2017,  ,United States,2615
25-44 years,9,2015-2019,2017,  ,United States,2660
25-44 years,10,2015-2019,2017,  ,United States,2697
25-44 years,11,2015-2019,2017,  ,United States,2613
25-44 years,12,2015-2019,2017,  ,United States,2726
25-44 years,13,2015-2019,2017,  ,United States,2629
25-44 years,14,2015-2019,2017,  ,United States,2731
25-44 years,15,2015-2019,2017,  ,United States,2700
25-44 years,16,2015-2019,2017,  ,United States,2576
25-44 years,17,2015-2019,2017,  ,United States,2642
25-44 years,18,2015-2019,2017,  ,United States,2663
25-44 years,19,2015-2019,2017,  ,United States,2591
25-44 years,20,2015-2019,2017,  ,United States,2720
25-44 years,21,2015-2019,2017,  ,United States,2620
25-44 years,22,2015-2019,2017,  ,United States,2812
25-44 years,23,2015-2019,2017,  ,United States,2698
25-44 years,24,2015-2019,2017,  ,United States,2703
25-44 years,25,2015-2019,2017,  ,United States,2775
25-44 years,26,2015-2019,2017,  ,United States,2736
25-44 years,27,2015-2019,2017,  ,United States,2806
25-44 years,28,2015-2019,2017,  ,United States,2718
25-44 years,29,2015-2019,2017,  ,United States,2720
25-44 years,30,2015-2019,2017,  ,United States,2751
25-44 years,31,2015-2019,2017,  ,United States,2745
25-44 years,32,2015-2019,2017,  ,United States,2804
25-44 years,33,2015-2019,2017,  ,United States,2724
25-44 years,34,2015-2019,2017,  ,United States,2647
25-44 years,35,2015-2019,2017,  ,United States,2711
25-44 years,36,2015-2019,2017,  ,United States,2757
25-44 years,37,2015-2019,2017,  ,United States,2657
25-44 years,38,2015-2019,2017,  ,United States,2735
25-44 years,39,2015-2019,2017,  ,United States,2741
25-44 years,40,2015-2019,2017,  ,United States,2710
25-44 years,41,2015-2019,2017,  ,United States,2699
25-44 years,42,2015-2019,2017,  ,United States,2560
25-44 years,43,2015-2019,2017,  ,United States,2582
25-44 years,44,2015-2019,2017,  ,United States,2703
25-44 years,45,2015-2019,2017,  ,United States,2768
25-44 years,46,2015-2019,2017,  ,United States,2638
25-44 years,47,2015-2019,2017,  ,United States,2727
25-44 years,48,2015-2019,2017,  ,United States,2634
25-44 years,49,2015-2019,2017,  ,United States,2672
25-44 years,50,2015-2019,2017,  ,United States,2602
25-44 years,51,2015-2019,2017,  ,United States,2849
25-44 years,52,2015-2019,2017,  ,United States,2766
25-44 years,1,2015-2019,2016,,United States,2470
25-44 years,2,2015-2019,2016,,United States,2350
25-44 years,3,2015-2019,2016,,United States,2427
25-44 years,4,2015-2019,2016,,United States,2485
25-44 years,5,2015-2019,2016,,United States,2514
25-44 years,6,2015-2019,2016,,United States,2575
25-44 years,7,2015-2019,2016,,United States,2585
25-44 years,8,2015-2019,2016,,United States,2507
25-44 years,9,2015-2019,2016,,United States,2557
25-44 years,10,2015-2019,2016,,United States,2626
25-44 years,11,2015-2019,2016,,United States,2590
25-44 years,12,2015-2019,2016,,United States,2554
25-44 years,13,2015-2019,2016,,United States,2534
25-44 years,14,2015-2019,2016,,United States,2606
25-44 years,15,2015-2019,2016,,United States,2577
25-44 years,16,2015-2019,2016,,United States,2606
25-44 years,17,2015-2019,2016,,United States,2365
25-44 years,18,2015-2019,2016,,United States,2474
25-44 years,19,2015-2019,2016,,United States,2607
25-44 years,20,2015-2019,2016,,United States,2474
25-44 years,21,2015-2019,2016,,United States,2605
25-44 years,22,2015-2019,2016,,United States,2519
25-44 years,23,2015-2019,2016,,United States,2639
25-44 years,24,2015-2019,2016,,United States,2583
25-44 years,25,2015-2019,2016,,United States,2662
25-44 years,26,2015-2019,2016,,United States,2603
25-44 years,27,2015-2019,2016,,United States,2744
25-44 years,28,2015-2019,2016,,United States,2735
25-44 years,29,2015-2019,2016,,United States,2689
25-44 years,30,2015-2019,2016,,United States,2572
25-44 years,31,2015-2019,2016,,United States,2746
25-44 years,32,2015-2019,2016,,United States,2672
25-44 years,33,2015-2019,2016,,United States,2578
25-44 years,34,2015-2019,2016,,United States,2648
25-44 years,35,2015-2019,2016,,United States,2699
25-44 years,36,2015-2019,2016,,United States,2690
25-44 years,37,2015-2019,2016,,United States,2568
25-44 years,38,2015-2019,2016,,United States,2504
25-44 years,39,2015-2019,2016,,United States,2644
25-44 years,40,2015-2019,2016,,United States,2804
25-44 years,41,2015-2019,2016,,United States,2638
25-44 years,42,2015-2019,2016,,United States,2623
25-44 years,43,2015-2019,2016,,United States,2618
25-44 years,44,2015-2019,2016,,United States,2700
25-44 years,45,2015-2019,2016,,United States,2610
25-44 years,46,2015-2019,2016,,United States,2597
25-44 years,47,2015-2019,2016,,United States,2624
25-44 years,48,2015-2019,2016,,United States,2715
25-44 years,49,2015-2019,2016,,United States,2699
25-44 years,50,2015-2019,2016,,United States,2662
25-44 years,51,2015-2019,2016,,United States,2671
25-44 years,52,2015-2019,2016,,United States,2730
25-44 years,1,2015-2019,2015,,United States,2412
25-44 years,2,2015-2019,2015,,United States,2376
25-44 years,3,2015-2019,2015,,United States,2327
25-44 years,4,2015-2019,2015,,United States,2208
25-44 years,5,2015-2019,2015,,United States,2435
25-44 years,6,2015-2019,2015,,United States,2380
25-44 years,7,2015-2019,2015,,United States,2269
25-44 years,8,2015-2019,2015,,United States,2248
25-44 years,9,2015-2019,2015,,United States,2465
25-44 years,10,2015-2019,2015,,United States,2432
25-44 years,11,2015-2019,2015,,United States,2383
25-44 years,12,2015-2019,2015,,United States,2267
25-44 years,13,2015-2019,2015,,United States,2336
25-44 years,14,2015-2019,2015,,United States,2288
25-44 years,15,2015-2019,2015,,United States,2455
25-44 years,16,2015-2019,2015,,United States,2300
25-44 years,17,2015-2019,2015,,United States,2302
25-44 years,18,2015-2019,2015,,United States,2485
25-44 years,19,2015-2019,2015,,United States,2440
25-44 years,20,2015-2019,2015,,United States,2344
25-44 years,21,2015-2019,2015,,United States,2319
25-44 years,22,2015-2019,2015,,United States,2405
25-44 years,23,2015-2019,2015,,United States,2482
25-44 years,24,2015-2019,2015,,United States,2407
25-44 years,25,2015-2019,2015,,United States,2389
25-44 years,26,2015-2019,2015,,United States,2438
25-44 years,27,2015-2019,2015,,United States,2528
25-44 years,28,2015-2019,2015,,United States,2401
25-44 years,29,2015-2019,2015,,United States,2353
25-44 years,30,2015-2019,2015,,United States,2473
25-44 years,31,2015-2019,2015,,United States,2458
25-44 years,32,2015-2019,2015,,United States,2443
25-44 years,33,2015-2019,2015,,United States,2381
25-44 years,34,2015-2019,2015,,United States,2458
25-44 years,35,2015-2019,2015,,United States,2596
25-44 years,36,2015-2019,2015,,United States,2468
25-44 years,37,2015-2019,2015,,United States,2392
25-44 years,38,2015-2019,2015,,United States,2395
25-44 years,39,2015-2019,2015,,United States,2390
25-44 years,40,2015-2019,2015,,United States,2508
25-44 years,41,2015-2019,2015,,United States,2460
25-44 years,42,2015-2019,2015,,United States,2446
25-44 years,43,2015-2019,2015,,United States,2357
25-44 years,44,2015-2019,2015,,United States,2408
25-44 years,45,2015-2019,2015,,United States,2398
25-44 years,46,2015-2019,2015,,United States,2339
25-44 years,47,2015-2019,2015,,United States,2286
25-44 years,48,2015-2019,2015,,United States,2408
25-44 years,49,2015-2019,2015,,United States,2443
25-44 years,50,2015-2019,2015,,United States,2373
25-44 years,51,2015-2019,2015,,United States,2374
25-44 years,52,2015-2019,2015,,United States,2415
25-44 years,1,2020,2020,  ,United States,3032
25-44 years,2,2020,2020,  ,United States,2920
25-44 years,3,2020,2020,  ,United States,2858
25-44 years,4,2020,2020,  ,United States,2854
25-44 years,5,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2798
25-44 years,6,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2859
25-44 years,7,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2856
25-44 years,8,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2910
25-44 years,9,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2924
25-44 years,10,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3021
25-44 years,11,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2928
25-44 years,12,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3019
25-44 years,13,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3169
25-44 years,14,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3445
25-44 years,15,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3676
25-44 years,16,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3455
25-44 years,17,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3509
25-44 years,18,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3593
25-44 years,19,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3551
25-44 years,20,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3531
25-44 years,21,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3588
25-44 years,22,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3570
25-44 years,23,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3635
25-44 years,24,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3442
25-44 years,25,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3536
25-44 years,26,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3577
25-44 years,27,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3666
25-44 years,28,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3762
25-44 years,29,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3924
25-44 years,30,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3841
25-44 years,31,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3779
25-44 years,32,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3670
25-44 years,33,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3711
25-44 years,34,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3557
25-44 years,35,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3574
25-44 years,36,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3601
25-44 years,37,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3437
25-44 years,38,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3337
25-44 years,39,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3410
25-44 years,40,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3332
25-44 years,41,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3511
25-44 years,42,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3286
25-44 years,43,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3252
25-44 years,44,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3374
25-44 years,45,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3635
25-44 years,46,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3417
25-44 years,47,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3510
25-44 years,48,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3574
25-44 years,49,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3444
25-44 years,50,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3523
25-44 years,51,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3569
25-44 years,52,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3578
25-44 years,53,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3847
25-44 years,1,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3828
25-44 years,2,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3787
25-44 years,3,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3590
25-44 years,4,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3398
25-44 years,5,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3466
25-44 years,6,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3322
25-44 years,7,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,3010
25-44 years,8,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2929
25-44 years,9,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2765
25-44 years,10,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2595
25-44 years,11,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,2495
45-64 years,1,2015-2019,2019,  ,United States,11127
45-64 years,2,2015-2019,2019,  ,United States,10950
45-64 years,3,2015-2019,2019,  ,United States,10745
45-64 years,4,2015-2019,2019,  ,United States,10862
45-64 years,5,2015-2019,2019,  ,United States,10982
45-64 years,6,2015-2019,2019,  ,United States,10930
45-64 years,7,2015-2019,2019,  ,United States,10849
45-64 years,8,2015-2019,2019,  ,United States,10871
45-64 years,9,2015-2019,2019,  ,United States,10885
45-64 years,10,2015-2019,2019,  ,United States,10953
45-64 years,11,2015-2019,2019,  ,United States,10737
45-64 years,12,2015-2019,2019,  ,United States,10648
45-64 years,13,2015-2019,2019,  ,United States,10381
45-64 years,14,2015-2019,2019,  ,United States,10567
45-64 years,15,2015-2019,2019,  ,United States,10297
45-64 years,16,2015-2019,2019,  ,United States,10272
45-64 years,17,2015-2019,2019,  ,United States,10148
45-64 years,18,2015-2019,2019,  ,United States,10118
45-64 years,19,2015-2019,2019,  ,United States,10272
45-64 years,20,2015-2019,2019,  ,United States,10080
45-64 years,21,2015-2019,2019,  ,United States,10064
45-64 years,22,2015-2019,2019,  ,United States,10111
45-64 years,23,2015-2019,2019,  ,United States,10274
45-64 years,24,2015-2019,2019,  ,United States,9930
45-64 years,25,2015-2019,2019,  ,United States,9957
45-64 years,26,2015-2019,2019,  ,United States,9959
45-64 years,27,2015-2019,2019,  ,United States,10241
45-64 years,28,2015-2019,2019,  ,United States,10133
45-64 years,29,2015-2019,2019,  ,United States,10045
45-64 years,30,2015-2019,2019,  ,United States,9977
45-64 years,31,2015-2019,2019,  ,United States,9815
45-64 years,32,2015-2019,2019,  ,United States,9885
45-64 years,33,2015-2019,2019,  ,United States,9651
45-64 years,34,2015-2019,2019,  ,United States,9768
45-64 years,35,2015-2019,2019,  ,United States,9831
45-64 years,36,2015-2019,2019,  ,United States,10007
45-64 years,37,2015-2019,2019,  ,United States,9758
45-64 years,38,2015-2019,2019,  ,United States,9800
45-64 years,39,2015-2019,2019,  ,United States,9950
45-64 years,40,2015-2019,2019,  ,United States,9994
45-64 years,41,2015-2019,2019,  ,United States,9938
45-64 years,42,2015-2019,2019,  ,United States,10127
45-64 years,43,2015-2019,2019,  ,United States,9934
45-64 years,44,2015-2019,2019,  ,United States,10024
45-64 years,45,2015-2019,2019,  ,United States,10513
45-64 years,46,2015-2019,2019,  ,United States,10401
45-64 years,47,2015-2019,2019,  ,United States,10349
45-64 years,48,2015-2019,2019,  ,United States,10273
45-64 years,49,2015-2019,2019,  ,United States,10724
45-64 years,50,2015-2019,2019,  ,United States,10621
45-64 years,51,2015-2019,2019,  ,United States,10507
45-64 years,52,2015-2019,2019,  ,United States,10750
45-64 years,1,2015-2019,2018,  ,United States,12347
45-64 years,2,2015-2019,2018,  ,United States,12380
45-64 years,3,2015-2019,2018,  ,United States,11585
45-64 years,4,2015-2019,2018,  ,United States,11344
45-64 years,5,2015-2019,2018,  ,United States,11097
45-64 years,6,2015-2019,2018,  ,United States,11309
45-64 years,7,2015-2019,2018,  ,United States,11064
45-64 years,8,2015-2019,2018,  ,United States,10678
45-64 years,9,2015-2019,2018,  ,United States,10735
45-64 years,10,2015-2019,2018,  ,United States,10907
45-64 years,11,2015-2019,2018,  ,United States,10668
45-64 years,12,2015-2019,2018,  ,United States,10504
45-64 years,13,2015-2019,2018,  ,United States,10254
45-64 years,14,2015-2019,2018,  ,United States,10577
45-64 years,15,2015-2019,2018,  ,United States,10454
45-64 years,16,2015-2019,2018,  ,United States,10216
45-64 years,17,2015-2019,2018,  ,United States,9936
45-64 years,18,2015-2019,2018,  ,United States,10357
45-64 years,19,2015-2019,2018,  ,United States,10136
45-64 years,20,2015-2019,2018,  ,United States,9771
45-64 years,21,2015-2019,2018,  ,United States,9932
45-64 years,22,2015-2019,2018,  ,United States,9985
45-64 years,23,2015-2019,2018,  ,United States,10406
45-64 years,24,2015-2019,2018,  ,United States,10131
45-64 years,25,2015-2019,2018,  ,United States,10035
45-64 years,26,2015-2019,2018,  ,United States,9969
45-64 years,27,2015-2019,2018,  ,United States,10293
45-64 years,28,2015-2019,2018,  ,United States,10227
45-64 years,29,2015-2019,2018,  ,United States,10047
45-64 years,30,2015-2019,2018,  ,United States,9889
45-64 years,31,2015-2019,2018,  ,United States,10168
45-64 years,32,2015-2019,2018,  ,United States,10340
45-64 years,33,2015-2019,2018,  ,United States,9883
45-64 years,34,2015-2019,2018,  ,United States,9900
45-64 years,35,2015-2019,2018,  ,United States,9790
45-64 years,36,2015-2019,2018,  ,United States,9971
45-64 years,37,2015-2019,2018,  ,United States,10053
45-64 years,38,2015-2019,2018,  ,United States,9913
45-64 years,39,2015-2019,2018,  ,United States,9623
45-64 years,40,2015-2019,2018,  ,United States,10033
45-64 years,41,2015-2019,2018,  ,United States,10085
45-64 years,42,2015-2019,2018,  ,United States,10027
45-64 years,43,2015-2019,2018,  ,United States,10194
45-64 years,44,2015-2019,2018,  ,United States,10018
45-64 years,45,2015-2019,2018,  ,United States,10226
45-64 years,46,2015-2019,2018,  ,United States,10417
45-64 years,47,2015-2019,2018,  ,United States,10322
45-64 years,48,2015-2019,2018,  ,United States,10172
45-64 years,49,2015-2019,2018,  ,United States,10559
45-64 years,50,2015-2019,2018,  ,United States,10671
45-64 years,51,2015-2019,2018,  ,United States,10578
45-64 years,52,2015-2019,2018,  ,United States,10551
45-64 years,1,2015-2019,2017,,United States,11340
45-64 years,2,2015-2019,2017,  ,United States,11433
45-64 years,3,2015-2019,2017,  ,United States,10893
45-64 years,4,2015-2019,2017,  ,United States,10628
45-64 years,5,2015-2019,2017,  ,United States,10906
45-64 years,6,2015-2019,2017,  ,United States,11149
45-64 years,7,2015-2019,2017,  ,United States,10966
45-64 years,8,2015-2019,2017,  ,United States,10917
45-64 years,9,2015-2019,2017,  ,United States,10901
45-64 years,10,2015-2019,2017,  ,United States,10827
45-64 years,11,2015-2019,2017,  ,United States,10834
45-64 years,12,2015-2019,2017,  ,United States,10549
45-64 years,13,2015-2019,2017,  ,United States,10590
45-64 years,14,2015-2019,2017,  ,United States,10702
45-64 years,15,2015-2019,2017,  ,United States,10526
45-64 years,16,2015-2019,2017,  ,United States,10234
45-64 years,17,2015-2019,2017,  ,United States,10253
45-64 years,18,2015-2019,2017,  ,United States,10295
45-64 years,19,2015-2019,2017,  ,United States,10251
45-64 years,20,2015-2019,2017,  ,United States,10429
45-64 years,21,2015-2019,2017,  ,United States,9911
45-64 years,22,2015-2019,2017,  ,United States,10075
45-64 years,23,2015-2019,2017,  ,United States,10216
45-64 years,24,2015-2019,2017,  ,United States,10216
45-64 years,25,2015-2019,2017,  ,United States,10297
45-64 years,26,2015-2019,2017,  ,United States,10221
45-64 years,27,2015-2019,2017,  ,United States,10534
45-64 years,28,2015-2019,2017,  ,United States,10016
45-64 years,29,2015-2019,2017,  ,United States,9985
45-64 years,30,2015-2019,2017,  ,United States,9695
45-64 years,31,2015-2019,2017,  ,United States,9980
45-64 years,32,2015-2019,2017,  ,United States,10072
45-64 years,33,2015-2019,2017,  ,United States,10008
45-64 years,34,2015-2019,2017,  ,United States,9922
45-64 years,35,2015-2019,2017,  ,United States,10079
45-64 years,36,2015-2019,2017,  ,United States,10245
45-64 years,37,2015-2019,2017,  ,United States,10136
45-64 years,38,2015-2019,2017,  ,United States,10085
45-64 years,39,2015-2019,2017,  ,United States,10024
45-64 years,40,2015-2019,2017,  ,United States,10292
45-64 years,41,2015-2019,2017,  ,United States,10145
45-64 years,42,2015-2019,2017,  ,United States,10234
45-64 years,43,2015-2019,2017,  ,United States,9981
45-64 years,44,2015-2019,2017,  ,United States,10316
45-64 years,45,2015-2019,2017,  ,United States,10244
45-64 years,46,2015-2019,2017,  ,United States,10274
45-64 years,47,2015-2019,2017,  ,United States,10262
45-64 years,48,2015-2019,2017,  ,United States,10540
45-64 years,49,2015-2019,2017,  ,United States,10594
45-64 years,50,2015-2019,2017,  ,United States,10996
45-64 years,51,2015-2019,2017,  ,United States,11058
45-64 years,52,2015-2019,2017,  ,United States,11433
45-64 years,1,2015-2019,2016,,United States,10913
45-64 years,2,2015-2019,2016,,United States,10616
45-64 years,3,2015-2019,2016,,United States,10695
45-64 years,4,2015-2019,2016,,United States,10640
45-64 years,5,2015-2019,2016,,United States,10714
45-64 years,6,2015-2019,2016,,United States,10846
45-64 years,7,2015-2019,2016,,United States,10796
45-64 years,8,2015-2019,2016,,United States,10627
45-64 years,9,2015-2019,2016,,United States,11078
45-64 years,10,2015-2019,2016,,United States,11110
45-64 years,11,2015-2019,2016,,United States,11018
45-64 years,12,2015-2019,2016,,United States,10757
45-64 years,13,2015-2019,2016,,United States,10665
45-64 years,14,2015-2019,2016,,United States,10750
45-64 years,15,2015-2019,2016,,United States,10607
45-64 years,16,2015-2019,2016,,United States,10382
45-64 years,17,2015-2019,2016,,United States,10057
45-64 years,18,2015-2019,2016,,United States,10198
45-64 years,19,2015-2019,2016,,United States,10118
45-64 years,20,2015-2019,2016,,United States,10014
45-64 years,21,2015-2019,2016,,United States,9891
45-64 years,22,2015-2019,2016,,United States,10183
45-64 years,23,2015-2019,2016,,United States,10003
45-64 years,24,2015-2019,2016,,United States,9936
45-64 years,25,2015-2019,2016,,United States,9948
45-64 years,26,2015-2019,2016,,United States,10007
